sample_id,x,y,z,wind_x,wind_y,wind_z
0,7.1237426,1.5047848,0.025,0.181265,0.064088501,6.064579900000001e-17
1,8.8874855,2.7380537,0.025,0.55333102,-2.73241,-4.6739999e-17
2,3.4729685,1.6736968,0.025,-0.078462198,1.04456,3.6782399e-17
3,8.2622569,0.99480596,0.025,-1.57689,-1.18664,9.4782697e-18
4,6.7796478,1.081296,0.025,-0.82405901,0.096386999,-1.0001600000000001e-16
5,7.1980319,1.8422782,0.025,0.53709501,0.058040701,-7.9724296e-18
6,1.0745707,2.4344099,0.025,0.81068099,1.51006,-8.026709999999999e-18
7,8.2283064,3.19308,0.025,0.58436197,-0.68920797,-1.37162e-16
8,6.2473624,2.0597683,0.025,-0.443692,-2.5555501,-2.3694301e-17
9,8.8831161,5.4686256,0.025,0.318461,-0.064957798,5.9649099e-17
10,1.61409,1.763156,0.025,0.83910298,0.94075298,3.9088201e-17
11,0.14720623,0.086122319,0.025,0.144924,-0.0287096,-3.8764001e-15
12,9.9744399,5.0588236,0.025,-0.011525,-0.82344002,-6.6128597e-17
13,1.7185126,0.63437695,0.025,-0.0986939,-0.740978,-3.3229701e-17
14,6.4296857,2.6110838,0.025,-0.032656401,-2.1366701,-2.2111600000000002e-17
15,8.94082,3.226265,0.025,0.465911,-2.0752699,-5.3175299e-17
16,3.3246949,2.0126682,0.025,0.0040399702,1.33867,5.4440701999999995e-18
17,4.0568875,1.0115923,0.025,-0.52095598,-0.134003,7.8188103e-17
18,0.1977531,3.5525536,0.025,-0.0290171,-0.62769401,1.34972e-16
19,1.4258566,3.4988788,0.025,0.0573144,2.1114099,3.0325100999999996e-18
20,8.741374,2.942488,0.025,1.01322,-2.71032,-1.71428e-17
21,5.285876,1.044296,0.025,-1.85508,-1.97647,-3.8460001e-17
22,9.7571449,2.3118697,0.025,0.116004,-0.232895,6.983919799999999e-18
23,8.4473498,1.5685701,0.025,-1.01184,-1.58225,8.309769700000001e-17
24,1.558739,0.018907832,0.025,-0.59894001,-0.067458101,-2.835e-16
25,6.5232488,5.9127382,0.025,-0.76605397,0.190918,4.42393e-17
26,9.5049069,3.8878806,0.025,-1.1831501,-1.01051,2.9736101e-18
27,1.6708751,0.64941252,0.025,-0.086952701,-0.67868799,3.2833101e-17
28,1.1779282,4.1275086,0.025,-0.0097503597,1.50164,2.1286199e-17
29,1.0009329,2.4519113,0.025,0.79135698,1.38693,7.835440199999999e-18
30,1.3458659,2.7689279,0.025,0.40745899,1.9488,1.79692e-17
31,9.5387462,1.8543882,0.025,-0.00942095,-0.76469201,-6.8786801e-18
32,6.3234497,0.90502726,0.025,-1.08724,-0.126919,-2.2517601e-16
33,8.9148305,2.6286005,0.025,0.389653,-2.7070799,8.2637502e-18
34,0.91040886,2.1096195,0.025,1.33802,1.22419,-2.7403499e-17
35,3.6525522,0.35720962,0.025,-0.791547,0.183981,-1.1033100000000001e-16
36,6.1573425,5.9009118,0.025,-1.10088,-0.00136559,-5.3117201e-17
37,1.1871555,1.9153741,0.025,1.35401,1.2645299,3.39093e-17
38,5.7061433,4.4585169,0.025,1.79545,-2.64118,-1.4876101000000002e-17
39,4.979798,0.67980951,0.025,-2.11413,-2.2948799,-1.8329399e-17
40,8.413497,1.9250071,0.025,0.21562999,0.0387371,1.1941901e-16
41,5.2800763,4.804493,0.025,2.08044,-2.47136,1.92478e-17
42,3.6238263,2.0278743,0.025,-0.00752482,0.85786402,5.7588903e-17
43,0.61955873,0.8567576,0.025,0.54891002,0.400855,-1.49472e-16
44,4.793153,3.6898292,0.025,1.15283,-0.32925099,1.1570900000000002e-16
45,1.0455064,3.3508069,0.025,0.043841202,1.23518,1.97712e-17
46,0.73097324,4.0065891,0.025,-0.065497801,0.26159,-1.28215e-17
47,1.2412823,1.1903871,0.025,1.21986,0.34625399,1.76557e-17
48,1.5180442,0.52488819,0.025,-0.29714799,-0.418006,2.39176e-17
49,3.0121713,0.20895525,0.025,-0.0254212,0.0378985,1.44593e-15
