sample_id,x,y,z,wind_x,wind_y,wind_z
0,6.3649147,4.5500001,0.025,0.99849403,0.82648599,-5.8893397999999996e-18
1,6.9757786,2.9282106,0.025,1.11857,-0.0252614,-7.4849497e-18
2,9.1361961,2.1999999,0.025,0.94427001,-0.168355,-7.22667e-18
3,8.3999999,3.23094,0.025,-0.189576,-0.161108,-2.2743500999999998e-18
4,2.95,3.4422649,0.025,-0.091363303,0.113354,7.4818197e-18
5,7.5484825,4.55,0.025,0.578879,-0.40725401,2.36931e-18
6,3.875,2.5803104,0.025,0.692343,0.57478499,3.0875601e-21
7,5.9733767,4.5755281,0.025,0.82933497,0.86874002,-6.128050099999999e-18
8,2.0728713,2.1296939,0.025,1.2471499,0.035774998,-9.1101599e-19
9,4.9749999,3.8319765,0.025,0.47147799,0.69163197,2.5926299e-18
10,4.875,4.986677,0.025,0.25606501,0.55203199,-7.1030403e-21
11,2.15,5.1165808,0.025,1.3937,0.564161,6.8722801e-19
12,3.2122293,2.9980565,0.025,0.48059401,0.549496,-3.821969799999999e-18
13,2.225,5.5062922,0.025,1.08772,0.475972,5.2406001e-22
14,0.95000003,1.9988894,0.025,1.0996,-0.063843198,4.0107101e-18
15,7.3175425,4.6500001,0.025,0.91698903,-0.48576301,9.7374502e-19
16,0.12508134,0.19484926,0.025,-0.291334,0.38232499,-3.3799000000000003e-17
17,5.8499999,2.2020726,0.025,-0.066407301,0.15776999,-9.063529599999999e-18
18,3.0439152,4.454006,0.025,0.0142129,0.161415,4.7228201000000004e-17
19,7.8516575,5.1667085,0.025,0.694673,0.030033,-6.1102901e-18
20,2.975,0.22454086,0.025,0.48780599,-0.056120802,-1.52022e-17
21,4.925,4.2649891,0.025,0.43154499,0.70456201,-2.6215899e-18
22,4.6500001,0.87305624,0.025,0.49228299,0.099713802,8.267800099999999e-18
23,6.125,5.6794973,0.025,1.22339,0.112968,7.31372e-18
24,6.5749999,5.3908221,0.025,1.15317,0.18545499,-1.4942699999999998e-18
25,5.8845299,3.0,0.025,0.53385502,0.052617598,1.5497399e-19
26,3.45,1.4504066,0.025,0.94628102,0.239067,5.4352698e-18
27,3.0,2.7390817,0.025,0.62058902,0.62434202,3.58416e-20
28,3.1720982,4.8353898,0.025,0.29339001,-0.15701801,1.93873e-18
29,0.02941205,2.4512478,0.025,-0.052046102,-0.232584,-5.2852401e-17
30,5.8751678,4.9039796,0.025,0.72278202,0.58942503,9.786679899999999e-18
31,5.9249845,5.98596,0.025,0.90399498,0.00525069,-3.0549199e-17
32,0.2,4.2505554,0.025,2.00423,-0.00286563,1.63871e-18
33,8.3134718,0.82499998,0.025,-0.76235002,-0.381879,1.33619e-17
34,1.825,1.6669129,0.025,1.73685,-0.108374,1.8609e-18
35,1.775,3.3019982,0.025,-0.460311,-0.306481,-2.48473e-18
36,9.6558113,1.15,0.025,-0.072059102,-0.399625,-2.4128e-17
37,6.9542384,2.8593537,0.025,1.19391,-0.032715101,6.3992999999999995e-18
38,8.3138539,2.1253285,0.025,1.2221,-0.70414698,-4.20939e-19
39,7.5250001,2.581421,0.025,1.27665,-0.38766101,2.4374799999999997e-18
40,5.9749999,5.1598819,0.025,0.73396099,0.43117699,-3.1612799999999996e-18
41,8.833087,2.025,0.025,1.0833499,-0.513955,1.6028e-19
42,3.873238,2.0003774,0.025,0.78166002,0.45333201,-2.9765998999999996e-18
43,0.13119029,2.9930612,0.025,-0.13172901,0.53993201,1.5544699999999999e-18
44,5.1056347,2.7505596,0.025,0.62260097,0.61883003,1.12813e-17
45,6.6750795,0.22603277,0.025,-0.672975,-0.55335099,9.290269799999999e-18
46,6.3906229,5.193382,0.025,0.969612,0.34560499,-1.6126899999999998e-18
47,5.8845299,3.4,0.025,0.119729,0.59081602,-6.6641900999999995e-18
48,9.6125097,3.975,0.025,0.0300713,-1.06659,-4.8690501999999996e-18
49,4.7249999,4.6402667,0.025,0.313014,0.67060101,1.0735899999999999e-18
50,1.1,0.75758624,0.025,0.92343497,-0.33489099,1.75525e-18
51,4.3249999,1.4359728,0.025,0.63536698,0.29472801,-7.791850299999999e-18
52,0.32499771,0.01546881,0.025,-0.32414001,0.0570274,-3.55526e-17
53,8.4434847,1.900189,0.025,0.85862899,-0.61837298,-6.35705e-19
54,2.4,1.2772015,0.025,1.42354,-0.048217401,-6.3811200000000005e-21
55,8.3093757,5.1499801,0.025,0.664891,0.195475,3.1930999999999996e-18
56,2.95,5.2897859,0.025,1.09049,0.33146101,1.7681200999999998e-18
57,0.82501926,0.19475184,0.025,-0.72926402,0.0109585,8.542720199999999e-19
58,9.15063,2.225,0.025,0.924007,-0.137601,7.4525201e-18
59,1.7604805,2.5340231,0.025,0.93199003,-0.76248199,-1.8445801e-18
60,9.5403414,0.95000003,0.025,-0.152381,-0.323632,3.9282299e-18
61,6.4484248,4.0575847,0.025,0.27200601,-0.073586904,-8.20093e-18
62,2.8000001,2.143227,0.025,1.1143,0.51635301,-1.0367299999999998e-18
63,1.8489269,5.8875915,0.025,0.165851,0.147489,-4.1112199999999996e-18
64,9.439305,2.8249999,0.025,0.26830399,0.42210299,-8.2615301e-18
65,2.35,1.7390817,0.025,1.51967,0.192047,-5.1941801e-21
66,9.193931,4.6500001,0.025,0.397423,-0.39668101,-6.534309899999999e-18
67,3.4499999,3.7020726,0.025,0.243646,0.23502401,-4.2873200999999994e-18
68,9.9474462,2.0,0.025,0.053084299,-0.154291,4.3439499e-17
69,9.6702452,3.4250001,0.025,0.19868401,-0.246948,1.59217e-17
70,3.875,2.8689855,0.025,0.633488,0.58978802,-2.9906701e-21
71,5.5999999,4.4237604,0.025,0.55448997,0.79605103,-3.6123602e-18
72,7.9487271,5.9714774,0.025,0.00724959,1.17278,1.26076e-18
73,5.6999999,5.2031832,0.025,0.57053202,0.41651699,1.1139700000000001e-17
74,1.025,3.3989638,0.025,0.194423,-1.05461,7.0575701e-19
75,2.875,3.4855662,0.025,-0.25083101,0.0286665,6.3381702e-17
76,4.6977317,2.8680065,0.025,0.59672099,0.60807902,-3.73052e-18
77,1.925,1.5225753,0.025,1.7490799,-0.107946,-1.8917201e-18
78,7.2020726,1.4,0.025,-0.114509,0.297306,-3.8814101e-19
79,9.4826059,2.85,0.025,0.248124,0.46995199,1.23383e-20
80,5.4000001,4.4814956,0.025,0.49483499,0.71991497,3.1663699999999996e-18
81,7.202077,3.95,0.025,-0.28760499,0.060380898,-7.632760299999999e-18
82,1.125,4.2938566,0.025,1.17791,-0.044513699,8.2158796e-18
83,0.65000002,0.84418876,0.025,1.00098,-0.075898401,1.6290699999999999e-18
84,8.2268696,1.475,0.025,0.079754002,-0.426494,-1.15284e-17
85,3.6750003,3.3886008,0.025,0.50083399,0.49225399,-4.92565e-18
86,1.575,5.4196897,0.025,0.84070498,0.661098,9.3275802e-19
87,7.55178,0.05800462,0.025,-1.0521801,-0.0071952702,1.2852099999999998e-18
88,5.55,5.1743156,0.025,0.49719399,0.434091,3.8127e-18
89,7.1443375,4.25,0.025,-0.26370999,-0.28262699,-9.961199499999999e-19
90,8.978646,0.12164146,0.025,-0.390118,-0.042059898,-1.6800999e-17
91,1.4967337,3.3565491,0.025,0.158425,-1.5124201,3.0237499999999998e-18
92,2.5027777,4.5974179,0.025,-0.045825999,-0.0112444,-4.844350199999999e-18
93,0.99999998,3.0958549,0.025,-0.077686504,-0.86368501,1.5114099999999998e-18
94,9.2805338,2.35,0.025,0.75447398,0.0613387,-8.126549899999999e-18
95,8.5266355,4.0267124,0.025,-0.282004,0.226013,-7.0585704e-18
96,2.2495632,4.5528552,0.025,-0.191264,-0.0145966,2.59143e-17
97,4.1014115,2.6907902,0.025,0.65188903,0.581478,-1.4628799999999999e-18
98,1.6,2.605107,0.025,0.68936199,-1.12998,-2.0098301e-18
99,0.64999997,5.5207259,0.025,-0.0864271,-0.076034397,4.06423e-21
100,4.9253918,5.8520851,0.025,0.84800702,0.075377502,-7.9170904e-18
101,7.8371568,3.6999999,0.025,-0.25994799,-0.32257801,-1.2560600000000001e-17
102,8.1499898,2.2783182,0.025,1.34697,-0.73937702,6.17316e-19
103,9.5403414,1.45,0.025,0.021588899,-0.51905,-8.5235701e-18
104,1.8,0.75758619,0.025,0.97985798,-0.425183,2.4442599999999997e-18
105,9.6558113,0.20000002,0.025,-0.178606,-0.0551362,-4.3786501e-17
106,1.075,2.1865281,0.025,0.37355101,-0.14373,-3.984309799999999e-18
107,5.9284832,4.7281353,0.025,0.78215098,0.72333997,5.4708398e-18
108,1.7249973,2.3019956,0.025,0.818766,-0.48982301,-5.391329999999999e-18
109,8.0247965,1.5749995,0.025,0.19649599,-0.377417,1.59179e-18
110,8.3279101,5.6500071,0.025,0.49870801,0.122199,-6.6955101e-18
111,9.8001489,1.45,0.025,0.025803201,-0.45120001,1.11586e-17
112,3.95,4.0958549,0.025,0.469363,0.36129299,5.05814e-18
113,4.7249999,1.9278312,0.025,0.545488,0.50951701,7.719019899999999e-19
114,8.3711573,4.2750856,0.025,0.142055,0.29965201,-1.01843e-17
115,6.5773753,4.9500437,0.025,1.2607599,0.38437501,-4.3633699e-18
116,8.2230133,4.9999986,0.025,0.64587402,0.180638,2.0678899e-18
117,8.8042196,4.9250001,0.025,0.68559402,0.150545,-7.2322701e-18
118,9.1543309,5.876739,0.025,0.51359397,-0.0810709,-2.60108e-17
119,8.7176314,2.9749974,0.025,0.156184,-0.060309101,-7.278090099999999e-18
120,8.5877132,5.4000001,0.025,0.680013,0.18963701,1.5723199999999998e-18
121,0.22500391,5.5640251,0.025,-0.13958099,-0.59014797,-5.27302e-18
122,3.5067858,4.4659936,0.025,0.207132,-0.31403801,-9.570599599999999e-18
123,7.6350852,0.79999999,0.025,-0.84561998,-0.106768,3.7937799e-18
124,6.2494447,4.4000001,0.025,0.54353499,0.59941,-3.61339e-18
125,4.375,1.4071053,0.025,0.61594099,0.28797001,1.32765e-20
126,6.75,5.636196,0.025,1.37725,0.11502,2.6648098999999996e-18
127,8.8908224,1.325,0.025,-0.065980099,-0.57908797,4.1010199999999995e-18
128,6.2,0.21132486,0.025,0.84793401,-0.415537,3.7860999999999994e-18
129,4.2999487,5.1166367,0.025,-0.00088668702,0.55110103,2.2386101e-18
130,5.2249999,0.82975504,0.025,0.240747,-0.0631418,2.20307e-17
131,4.1500001,1.9711325,0.025,0.70559901,0.45147601,5.194879899999999e-18
132,3.7249749,1.9267053,0.025,0.83507699,0.43050301,-2.9491899e-19
133,1.725,1.1761652,0.025,1.67637,-0.31565601,-9.8238596e-19
134,9.7568474,4.7249999,0.025,0.14112701,-1.25488,2.6625098999999996e-18
135,9.9855662,4.125,0.025,0.00628406,-1.08865,-1.8714101e-19
136,7.9814956,1.2,0.025,-0.33384201,-0.305792,-8.4945799e-18
137,1.9266835,2.4345461,0.025,1.04398,-0.332537,3.1582899e-18
138,1.8999545,4.8277505,0.025,1.4973201,0.55958998,4.4850899e-18
139,7.1010659,3.925,0.025,-0.219778,0.398148,-3.7266201e-17
140,9.1361961,5.3,0.025,0.72418702,-0.091403097,3.73209e-18
141,9.8434229,3.8748668,0.025,0.291641,-1.42863,1.8177398999999997e-18
142,3.7246272,2.262983,0.025,0.782242,0.52718598,4.7321099999999994e-18
143,3.0547536,3.8990524,0.025,-0.052431501,0.0024627999,-5.0683601999999995e-18
144,2.3000001,1.2194664,0.025,1.44075,-0.112568,-3.50763e-18
145,4.375,1.9855663,0.025,0.64582998,0.47176701,1.1044e-17
146,4.9749987,0.28127392,0.025,0.51048601,-0.069692798,4.5937e-18
147,0.72499998,4.0340489,0.025,1.49809,-0.37076601,4.4917701e-20
148,2.0000001,2.6524791,0.025,0.69520801,-0.197639,-8.40811e-20
149,4.55,5.347521,0.025,0.0331714,0.45474699,-3.6515098e-18
150,2.3249999,5.6506297,0.025,0.99936903,0.358935,-7.7577899e-19
151,6.3249999,5.7660998,0.025,1.36506,0.076298296,5.3894601e-18
152,0.72499998,3.7742414,0.025,0.812644,-0.45519,-4.9625001e-20
153,9.9474462,1.1,0.025,-0.0027643801,-0.51145899,-6.18906e-17
154,8.789786,3.75,0.025,-0.61599398,0.0989765,-4.9356497999999996e-18
155,4.925,1.9855662,0.025,0.499933,0.58344603,-8.4583403e-18
156,4.2718493,2.822784,0.025,0.62330002,0.59257501,4.0560801e-18
157,1.8749999,2.2731307,0.025,1.00617,-0.301707,-4.4027101999999995e-19
158,3.125,1.8689855,0.025,1.0798399,0.411349,-2.5466398999999997e-18
159,1.3249718,3.7453576,0.025,0.289004,-1.32112,-2.7647501e-18
160,5.4934821,4.0272515,0.025,0.42934799,0.817186,-8.0183398e-18
161,0.47500002,5.6794972,0.025,-0.416091,-0.23914599,-1.5199199999999998e-18
162,0.17543709,2.8791154,0.025,-0.209894,0.40730301,-2.9072899999999998e-18
163,3.375,1.5803104,0.025,0.98723698,0.28836799,4.6528802e-18
164,0.62500002,4.1206515,0.025,1.72557,-0.23051099,-2.95054e-20
165,4.5250001,5.1598819,0.025,0.069132499,0.53706002,-9.857460099999998e-18
166,4.125,3.5618058,0.025,0.55873603,0.58837301,-1.7171299999999999e-18
167,2.675,0.80088752,0.025,0.92142099,-0.153124,-1.6842599999999998e-18
168,3.625,1.782383,0.025,0.88192898,0.37904701,2.9824699999999997e-18
169,8.3727551,0.12279492,0.025,-0.685269,-0.059387501,-3.12837e-18
170,0.029058877,4.7019359,0.025,2.00038,-0.00093756901,1.72551e-18
171,3.4980759,5.0027503,0.025,0.21410801,-0.20347799,2.82422e-18
172,8.5877133,5.3,0.025,0.71050298,0.218688,-7.5710601e-18
173,7.3319764,0.42499998,0.025,-1.07377,-0.046503998,6.6887701999999995e-18
174,2.7999977,5.7227882,0.025,1.3259,0.32825601,2.96379e-18
175,8.3308649,4.6940888,0.025,0.56762099,0.30272201,3.45274e-18
176,3.6,5.8094011,0.025,0.98081601,1.0831701,1.24653e-20
177,1.2,3.7309401,0.025,0.45075601,-1.19118,2.5934698999999997e-18
178,4.825,0.65654996,0.025,0.45538801,0.0063527501,9.783309999999999e-18
179,7.7938566,4.0250001,0.025,-0.050464001,-0.226751,8.322939899999999e-18
180,8.501111,0.55000002,0.025,-0.79344898,-0.32999799,-1.51025e-17
181,7.7072542,4.5749999,0.025,0.50115198,-0.23237,2.5891100999999997e-18
182,9.3094012,5.55,0.025,0.72608,-0.206691,1.0649300000000001e-17
183,4.5991041,1.3921543,0.025,0.53168398,0.29570201,8.3544497e-18
184,5.5381198,3.15,0.025,0.48658001,0.51382399,1.95355e-17
185,2.0752655,4.5121604,0.025,-0.3224,-0.0047969101,-1.0048e-17
186,2.175,3.3019982,0.025,-0.67947799,0.0317063,-8.5489701e-19
187,9.9454333,0.74594964,0.025,-0.0107792,-0.45523199,-4.2621901e-17
188,4.5250001,1.0029601,0.025,0.53628802,0.150166,3.1375098999999998e-18
189,7.57364,5.4743757,0.025,0.95884597,0.232658,5.5446999999999995e-18
190,6.2750001,5.2464846,0.025,0.90174598,0.34461999,-2.5031899999999998e-18
191,2.9317881,2.3249005,0.025,0.95437503,0.586411,1.2508399999999998e-18
192,5.0250001,5.5640273,0.025,0.36236101,0.27789199,1.14055e-17
193,7.2264802,5.5916551,0.025,1.28045,0.22644,1.49985e-18
194,8.9774246,1.175,0.025,-0.28270301,-0.59353,-1.5190001e-17
195,9.4970398,5.1750001,0.025,0.52971202,-0.54916298,-4.5259000999999996e-18
196,7.591784,4.9250001,0.025,0.74149698,-0.112829,5.40225e-18
197,7.0147562,3.0741499,0.025,-0.0377631,-0.063926302,1.58844e-16
198,3.4250001,1.0895626,0.025,0.88008797,0.101073,-6.033119999999999e-18
199,5.5814212,3.0749999,0.025,0.52369303,0.47231299,7.702979699999999e-18
200,8.2000001,2.6247223,0.025,1.01685,-0.59363198,-3.98809e-18
201,3.7000165,3.4896383,0.025,0.48752901,0.46802601,1.17071e-18
202,4.8762323,3.1370284,0.025,0.56030297,0.616992,-3.7977802e-18
203,2.3,2.9700218,0.025,0.039003301,0.27577201,7.61237e-19
204,8.5,3.3175427,0.025,-0.40634099,-0.022697199,1.48295e-20
205,5.2357174,3.2827015,0.025,0.49960199,0.60332298,-4.6440400999999995e-18
206,4.4499999,1.6236117,0.025,0.60423899,0.36953199,-6.5086802e-18
207,1.67489,0.014397118,0.025,-0.42156801,-0.0156262,-1.71756e-17
208,6.8380615,4.0790029,0.025,-0.72076797,0.19098,-1.3737099999999998e-18
209,6.7257563,1.6249943,0.025,0.074184597,0.87665898,-9.7524098e-18
210,6.9778676,2.2908711,0.025,0.70489299,0.19984999,2.00163e-17
211,0.47499997,2.0133232,0.025,1.26186,0.123309,-5.625070099999999e-19
212,5.3004354,4.0797634,0.025,0.44442099,0.75062603,5.10116e-18
213,5.3510135,1.7701283,0.025,0.160528,0.63152897,-2.66844e-17
214,4.5999999,5.2897859,0.025,0.064624399,0.473813,-3.800360099999999e-18
215,9.0062924,5.325,0.025,0.75159597,0.0279769,-3.5277499999999996e-18
216,6.5814314,4.2250178,0.025,-0.80887997,0.35703099,1.8035201e-18
217,6.5,0.2690599,0.025,-0.240807,-0.45543399,2.4591800000000002e-17
218,1.5,0.75758619,0.025,0.98767501,-0.45158699,2.0435301e-18
219,6.4638243,4.1261257,0.025,-0.35619399,0.109706,-5.300060099999999e-18
220,5.6,2.5773473,0.025,0.87169898,0.63988203,9.249629799999999e-19
221,4.860577,2.6793957,0.025,0.608428,0.61454701,1.17508e-17
222,0.10610241,2.3015977,0.025,-0.152096,-0.37583101,5.2675301e-19
223,7.2750001,2.5525535,0.025,1.08988,-0.122607,-3.4641000999999996e-18
224,2.8,1.363804,0.025,1.23983,0.107373,1.40384e-18
225,5.1500001,1.0173939,0.025,0.255088,0.0803212,1.43057e-17
226,9.8000898,4.7999781,0.025,0.140728,-1.26651,-9.912739699999999e-18
227,1.3499836,3.0958661,0.025,0.157098,-1.6239001,2.9001898999999996e-18
228,6.5,5.5495934,0.025,1.25095,0.13883001,5.55086e-18
229,2.2749995,0.3678755,0.025,0.37088299,-0.22306199,8.451259699999999e-18
230,5.5250001,5.5928949,0.025,0.80308801,0.189904,-2.8064998999999996e-18
231,8.2846044,1.475,0.025,0.088444799,-0.444143,-3.3767799999999998e-18
232,7.5773501,4.8,0.025,0.70311701,-0.190165,-2.0735500999999997e-18
233,4.7,5.6939311,0.025,0.36204201,0.229993,4.635039999999999e-18
234,6.7546261,4.7249999,0.025,1.5101,0.207379,-3.09288e-19
235,6.8499945,5.4630448,0.025,1.2592601,0.135608,4.2329399e-19
236,3.3781655,3.0430496,0.025,0.51437098,0.54358298,-6.5160597e-20
237,3.4294224,4.255183,0.025,0.186032,-0.26453301,2.8798299e-18
238,3.4,0.3534499,0.025,0.58845103,-0.0213851,7.3292396e-18
239,6.6400595,0.72445599,0.025,-0.248566,0.34434,-1.7635899e-17
240,8.13871,5.4467249,0.025,0.59645301,0.135304,4.775709899999999e-18
241,1.575,1.6669129,0.025,1.7800601,-0.20267899,-1.9306001e-18
242,4.9254353,2.5492357,0.025,0.61079103,0.62661999,-7.3953396e-18
243,6.45,2.4907257,0.025,0.89023602,-0.124012,-4.8931898e-18
244,9.0062923,2.025,0.025,0.99084002,-0.39728799,7.5045498e-18
245,4.9019459,1.2814057,0.025,0.38675699,0.250283,1.23223e-17
246,2.8999501,4.9434241,0.025,0.60875201,0.037046801,-5.6381301e-18
247,6.2750001,2.2453738,0.025,-0.213295,-0.0872977,-3.9914698999999995e-18
248,1.1999984,3.1824584,0.025,0.0942614,-1.35853,-2.1878599999999996e-18
249,9.0062923,5.0749999,0.025,0.70487201,-0.0193178,-3.0854599999999998e-18
250,3.3237491,4.467498,0.025,0.18400601,-0.26884601,-6.4521002e-18
251,1.648557,2.6640651,0.025,0.72767597,-1.13713,3.2719300999999995e-18
252,3.775,4.6010364,0.025,0.22561701,-0.151765,-2.5299800999999998e-18
253,5.3,0.75758624,0.025,0.208165,-0.149593,-2.2761899e-17
254,2.15,5.4341235,0.025,1.13467,0.53136599,1.82914e-23
255,5.5250001,5.8527024,0.025,1.1374201,0.058437102,-3.1842399999999997e-18
256,9.9540631,1.3981792,0.025,0.0090066297,-0.50839901,1.31818e-17
257,5.125,5.985939,0.025,0.67335403,0.0070569599,1.4575700000000002e-17
