sample_id,x,y,z,wind_x,wind_y,wind_z
0,9.5259075,2.875,0.025,0.234386,0.51332301,5.88864e-20
1,9.6707128,0.12581009,0.025,-0.221533,-0.045537699,3.9379101e-17
2,4.7501601,2.7218691,0.025,0.60600501,0.60735202,7.4126599e-18
3,7.8948912,4.8999972,0.025,0.62653702,-0.022251301,9.670470099999999e-18
4,0.70000001,0.84418872,0.025,1.0446399,-0.112352,3.3848798999999997e-18
5,5.7,4.943382,0.025,0.61737198,0.55706298,-3.8311101999999994e-18
6,1.525,5.7372324,0.025,0.0047123302,0.34582299,1.12733e-18
7,1.4430028,4.0501704,0.025,0.15139399,-0.803904,1.4333401e-17
8,6.1917095,4.45,0.025,0.97246802,1.03049,-6.862500099999999e-18
9,8.501111,0.55000002,0.025,-0.79344898,-0.32999799,-1.51025e-17
10,2.874995,5.8238044,0.025,1.39762,0.28119299,-2.9593599999999997e-18
11,9.7135461,0.40000003,0.025,-0.103866,-0.132048,-8.0209097e-17
12,5.4021174,1.682504,0.025,0.093950197,0.556916,2.1133199e-18
13,3.4250001,0.45447754,0.025,0.62750101,-0.0169529,5.276130199999999e-18
14,9.4537385,2.1999999,0.025,0.64655799,0.034276102,-1.24174e-17
15,9.3960037,0.84999998,0.025,-0.242633,-0.317368,-1.4967601e-20
16,4.4499999,5.636196,0.025,0.0797804,0.32402599,1.05631e-17
17,9.1561562,5.9281628,0.025,0.353964,-0.0622552,5.8439199e-17
18,2.5749999,2.8689841,0.025,0.37544301,0.57833302,8.047889899999999e-19
19,8.3727551,0.12279492,0.025,-0.685269,-0.059387501,-3.12837e-18
20,1.05,0.87305628,0.025,1.30746,-0.33799401,-1.6651499999999998e-18
21,2.875,5.1598819,0.025,0.99637997,0.243145,2.0482599000000002e-21
22,2.5500001,5.0299781,0.025,1.09348,0.286246,-2.0261798999999998e-18
23,5.692966,2.7439796,0.025,0.83990997,0.46536201,4.8147301e-18
24,3.05,2.2298025,0.025,0.97574902,0.55760503,2.5606899999999997e-18
25,7.9670619,1.425,0.025,-0.0285764,-0.33655199,8.2455101e-18
26,0.45000002,1.306069,0.025,2.04322,-0.0552276,3.42207e-19
27,8.5444123,4.7249999,0.025,0.59925503,0.30237901,-6.6005001e-19
28,5.0250001,1.8412287,0.025,0.415057,0.56421798,-4.2506202e-18
29,7.05,2.8843475,0.025,1.1689301,-0.054421499,7.3117199e-18
30,0.225,0.36787476,0.025,-0.230161,0.52652699,8.2325603e-20
31,4.6290288,4.2485997,0.025,0.430226,0.710374,7.00978e-18
32,5.175,1.8412287,0.025,0.33447501,0.62265098,5.2826598999999995e-18
33,9.4537385,0.24999997,0.025,-0.20847601,-0.0492456,1.72126e-17
34,1.6507309,3.4006113,0.025,-0.432567,-0.2,1.2291100000000001e-17
35,3.15,1.0462614,0.025,0.95528698,0.038540602,-2.67557e-21
36,1.6048725,3.4016451,0.025,-0.325766,-0.13798299,-2.3278001e-17
37,7.5497694,2.057654,0.025,0.73949599,-0.152661,4.456809799999999e-19
38,6.5093779,4.2002179,0.025,-0.74146098,0.329528,7.348840099999999e-19
39,5.0,5.636196,0.025,0.48771599,0.22471,8.905260199999999e-18
40,5.6500001,2.0577351,0.025,-0.185661,0.035509601,-6.1715998e-17
41,5.074745,3.8607104,0.025,0.458819,0.70134902,2.4385600999999998e-18
42,4.2036447,2.5736836,0.025,0.65387398,0.56862003,-7.598130399999999e-18
43,6.8415131,0.071107974,0.025,-1.1991,-0.56776601,-6.1443401999999995e-18
44,4.4756403,3.5726755,0.025,0.545663,0.64331597,3.1243599999999996e-18
45,2.6,3.4422739,0.025,-0.61006302,0.063172102,2.5348401e-20
46,6.9711326,0.89999997,0.025,-0.52719897,0.34849799,1.23072e-19
47,5.5814026,2.9750103,0.025,0.59897798,0.46156201,6.9877298e-18
48,5.1499967,2.0577331,0.025,0.469165,0.70701498,-4.526089899999999e-18
49,2.375,5.3908221,0.025,1.24878,0.48282799,8.797729599999999e-19
50,7.4185788,4.4749999,0.025,0.58068401,-0.602027,4.0347699e-18
51,9.0928946,4.575,0.025,0.36742699,-0.275013,1.19062e-18
52,9.7568474,2.275,0.025,0.288286,0.16513801,1.25844e-19
53,8.8908224,2.0749999,0.025,1.0982701,-0.44946,6.277510099999999e-18
54,8.40008,5.5750031,0.025,0.55653602,0.13632201,-1.0297199999999999e-18
55,2.5,1.363804,0.025,1.40903,0.031604201,-3.2959600999999996e-18
56,1.125,1.4071053,0.025,1.96867,-0.262514,-6.5609801e-21
57,2.1755117,3.4883962,0.025,-0.72407001,-0.00420966,5.813070099999999e-18
58,0.17627701,5.3334257,0.025,0.092037797,-0.633968,4.4262599e-20
59,7.4041451,4.8,0.025,0.85481203,-0.256677,1.89025e-18
60,8.9774246,3.725,0.025,-0.56367099,-0.043612499,-1.30903e-19
61,3.5251389,0.096456616,0.025,0.502042,-0.0045230798,1.2743499999999999e-18
62,9.3960038,3.3,0.025,-0.31937301,0.0604656,-2.60998e-19
63,0.90000002,3.26906,0.025,0.021254299,-0.70275903,5.88627e-19
64,5.825,2.3608439,0.025,0.56836998,0.393565,-2.21593e-17
65,8.1835696,0.14997935,0.025,-0.79074901,-0.071431696,-6.016900199999999e-18
66,7.7938566,4.4250001,0.025,0.34981999,-0.19401599,8.4588499e-18
67,9.800149,3.05,0.025,0.400801,0.69434297,-8.406710199999999e-18
68,1.75,1.479274,0.025,1.81209,-0.192964,3.7273499e-18
69,4.6500005,4.7701708,0.025,0.252141,0.65510303,1.02053e-17
70,9.5836423,2.175,0.025,0.49602899,0.044663299,-1.5485499000000002e-17
71,4.7750001,5.217617,0.025,0.15462101,0.479092,3.8559099e-18
72,6.6680236,4.5250001,0.025,0.64565903,0.394979,1.3060799999999999e-18
73,1.7232154,0.19375874,0.025,-0.23709001,-0.17778599,7.1950398e-19
74,2.35,5.2609183,0.025,1.31172,0.50035399,-9.1777199e-19
75,9.9870275,1.7754173,0.025,0.017548099,-0.25061101,4.9444202e-17
76,3.275,2.8689855,0.025,0.57413697,0.58662099,-1.1404699999999998e-18
77,0.01489527,2.1260145,0.025,-0.024387199,-0.59902298,8.82583e-19
78,6.5,2.3175427,0.025,-0.032933701,-0.176257,4.7065798999999994e-18
79,7.6269048,5.5902613,0.025,0.968849,0.34633201,-7.4650701e-18
80,5.4004803,0.027858874,0.025,0.79740101,-0.030233899,-4.14855e-17
81,1.6,4.9145092,0.025,1.59838,0.772551,-1.0195599999999998e-18
82,9.0640271,3.225,0.025,-0.43597701,0.114209,3.9476699999999997e-20
83,1.775,5.9012,0.025,0.046117999,0.131106,1.6602899999999998e-18
84,3.85,4.211325,0.025,0.38724399,0.115526,6.4183298e-21
85,4.375,0.19466972,0.025,0.50270897,0.00854515,2.66487e-17
86,5.5092524,3.25,0.025,0.44580299,0.55694097,1.0798e-17
87,1.3247824,3.2547892,0.025,0.153209,-1.62628,4.438479899999999e-18
88,2.325,1.6957804,0.025,1.54443,0.15934899,1.0316399999999999e-18
89,3.55,1.6524792,0.025,0.91522098,0.32718101,-1.95604e-18
90,2.2,5.1165808,0.025,1.37977,0.53951401,5.805080099999999e-19
91,1.8,5.4341235,0.025,0.95046598,0.62196702,-9.88766e-19
92,2.05,1.7968167,0.025,1.59585,0.043640699,9.857559999999999e-19
93,7.075,2.4082159,0.025,0.785932,0.067319803,-4.1183801e-18
94,4.2498271,4.7021214,0.025,0.193142,0.66610801,1.2715399999999999e-18
