sample_id,x,y,z,wind_x,wind_y,wind_z
0,6.675,5.5062922,0.025,1.26679,0.13767201,4.1877701999999995e-18
1,4.0500001,5.6939311,0.025,-0.041955698,0.579274,6.566560099999999e-18
2,7.6785983,1.6746335,0.025,0.30017999,-0.202335,-1.0869199999999998e-18
3,9.439305,4.4749999,0.025,0.163257,-0.86259001,-4.533699999999999e-18
4,3.8249999,4.6010364,0.025,0.238675,-0.078110099,-7.8922799e-18
5,4.8000001,0.26686856,0.025,0.49743399,-0.026262701,1.05165e-17
6,1.925,1.840118,0.025,1.56575,-0.032890499,8.7467401e-19
7,1.2249929,4.7268734,0.025,1.57335,0.62366599,-1.4168899999999998e-18
8,4.7999999,1.1328639,0.025,0.43374601,0.184009,4.83666e-19
9,6.2750001,5.3042197,0.025,0.91676497,0.307702,-6.439620099999999e-18
10,9.0495936,0.75,0.025,-0.47879699,-0.40636599,-2.05501e-17
11,6.5090687,4.0522143,0.025,0.48901299,-0.12204,9.300669899999999e-18
12,1.075,3.081421,0.025,-0.034582101,-1.0283999,-1.1193e-19
13,4.4000001,2.0288676,0.025,0.640885,0.48524901,2.2161398999999998e-18
14,8.4145082,4.5999999,0.025,0.50976098,0.32902399,-8.8936298e-19
15,5.0999999,4.5103629,0.025,0.42064601,0.67809403,-3.4670100999999995e-18
16,4.1171861,2.8628582,0.025,0.62853402,0.59340501,-7.629359799999999e-18
17,1.6024927,2.9967806,0.025,0.197201,-1.07537,2.8171399999999996e-18
18,0.47499999,0.54107983,0.025,-0.025966899,0.29238999,-6.12844e-19
19,5.2253343,5.8523435,0.025,1.00604,0.063806601,-6.7915999e-18
20,8.5732794,1.525,0.025,0.214922,-0.53840601,-1.3372300000000001e-17
21,0.52500002,1.0895626,0.025,1.88902,-0.106038,-6.6785601000000005e-21
22,2.3506674,2.1427628,0.025,1.25455,0.319318,-9.5882496e-19
23,0.77500002,1.2339002,0.025,1.99701,-0.186894,1.3963300000000001e-21
24,3.475,1.0029601,0.025,0.83703703,0.082061402,6.2636601e-22
25,2.975,3.4278312,0.025,-0.0333675,0.147257,-3.5234698e-20
26,6.8123613,1.075,0.025,-0.265892,0.63770002,-3.2864898999999997e-18
27,7.2411668,5.2,0.025,1.03579,0.046757702,3.9490301e-18
28,4.1500001,3.605107,0.025,0.55722803,0.593422,-2.1772400999999996e-18
29,8.4145082,1.4,0.025,0.00022912399,-0.47352999,3.2700000999999996e-18
30,3.7492275,5.8937645,0.025,0.69488698,1.31849,7.0108499e-19
31,6.5999999,0.35566244,0.025,-0.43342701,-0.32271799,-5.133779799999999e-18
32,4.7249999,2.6206515,0.025,0.60993201,0.60355097,4.6147698e-19
33,9.9382309,1.2249817,0.025,-0.0045530898,-0.51783699,-5.6264501e-17
34,6.7526769,0.29492131,0.025,-0.75024003,-0.36760899,4.0580297999999995e-18
35,1.1,4.5969657,0.025,1.55318,0.39403799,-1.0290099999999998e-18
36,9.9859034,0.7244157,0.025,-0.0033164599,-0.32137999,-8.4301199e-17
37,0.60000003,0.87305624,0.025,1.08963,-0.068394601,2.0598999999999997e-18
38,9.7857151,5.2750001,0.025,0.37246701,-0.82537198,-2.9528798999999996e-18
39,0.49999997,0.93079131,0.025,1.2907,-0.062450498,2.0362700999999997e-18
40,0.89064399,0.068345135,0.025,-1.00195,-0.0110975,-1.1360199999999998e-18
41,4.2249999,1.5225753,0.025,0.674582,0.31711501,-6.724099899999999e-18
42,2.0000001,2.6524791,0.025,0.69520801,-0.197639,-8.40811e-20
43,0.77500002,3.2546262,0.025,-0.039658599,-0.36609,5.760639799999999e-19
44,8.133125,4.9432858,0.025,0.62635201,0.133955,1.31147e-19
45,2.6249999,4.7268873,0.025,0.25524399,0.0042761201,6.443349899999999e-18
46,4.625,2.1587714,0.025,0.59898198,0.54418302,2.3512401000000002e-21
47,0.12601199,0.74232338,0.025,0.064662203,0.639489,7.886929699999999e-18
48,7.7938566,3.325,0.025,0.00857672,-0.52240801,7.7866399e-18
49,3.2500938,4.221742,0.025,0.053715602,-0.078164898,1.75497e-17
50,1.475,2.6484084,0.025,0.42611399,-1.19976,4.1159399e-18
51,9.8290164,3.7499993,0.025,0.421783,-1.23156,-2.5221898999999998e-18
52,4.175,4.7453739,0.025,0.149128,0.60529399,-1.08658e-17
53,8.8908224,1.125,0.025,-0.35179701,-0.58016801,1.23832e-20
54,5.9711326,3.25,0.025,0.0433999,0.424629,-9.0468698e-20
55,8.3279057,0.44999997,0.025,-0.853953,-0.25204399,1.3341698999999998e-18
56,7.075,2.639156,0.025,1.16616,-0.041313302,1.3171e-18
57,0.29999998,4.1639528,0.025,1.9687901,-0.048769001,-1.7193499999999998e-18
58,9.4970398,5.625,0.025,0.69326597,-0.37799701,1.0943300000000001e-17
59,5.4250001,5.1310145,0.025,0.44534001,0.45792401,-1.0932800000000001e-17
60,4.9999253,0.097709826,0.025,0.52720797,-0.034096401,-7.368270099999999e-18
61,0.625,2.0999256,0.025,0.74172801,0.11279,3.7835298999999995e-18
62,9.439305,3.975,0.025,-0.094127797,-0.80633497,-1.30115e-17
63,0.62500002,2.5329383,0.025,-0.54281199,0.050845001,-3.23382e-20
64,8.2009957,0.074581338,0.025,-0.786906,-0.0329348,1.13374e-17
65,1.75,0.44004356,0.025,0.22382399,-0.35306501,3.9378499999999994e-18
66,8.2249937,1.8887748,0.025,0.72943997,-0.54090798,3.6863299999999994e-18
67,8.6743158,4.6999999,0.025,0.56909198,0.223315,2.4461599999999996e-18
68,0.37500003,1.4071053,0.025,2.0297201,-0.0395418,-2.18239e-21
69,0.95000003,5.2897858,0.025,0.82183099,0.42852199,-1.03129e-18
70,6.125,5.9064377,0.025,1.4023499,0.032486498,-6.0526500999999996e-18
71,6.5004117,0.1834099,0.025,-0.227193,-0.69865602,1.5574899e-17
72,3.4735993,4.0052157,0.025,0.0220348,-0.065316103,-1.05796e-17
73,8.8908224,0.27499998,0.025,-0.401903,-0.114465,1.28156e-17
74,5.8843074,4.7022878,0.025,0.74985802,0.73158997,-5.741399799999999e-18
75,4.5999999,3.3556624,0.025,0.55504102,0.63260502,2.3312498999999998e-18
76,6.2851631,4.9044722,0.025,1.05177,0.57970601,-1.5262299999999998e-18
77,3.5,1.0173938,0.025,0.834369,0.089885198,6.1049897e-22
78,9.0207262,2.55,0.025,0.697963,-0.066766098,5.8929099999999994e-18
79,0.15249382,5.7790939,0.025,-0.32562,-0.50436801,-1.08071e-17
80,8.1844145,5.4649433,0.025,0.58574998,0.14012501,2.8751498999999997e-18
81,4.8499982,1.4515183,0.025,0.42591399,0.33673599,-1.2738e-18
82,8.7031832,2.45,0.025,0.97087598,-0.37922299,-9.138909799999999e-18
83,8.5489604,3.9244546,0.025,-0.434174,0.207096,-1.08596e-18
84,5.7546261,3.5749999,0.025,0.218881,0.73477602,-1.2902600000000001e-17
85,0.15043715,2.864675,0.025,-0.188301,0.40198001,-8.0427402e-19
86,1.2499983,3.038121,0.025,0.082998797,-1.3691,-2.4874299e-18
87,2.45,0.67098364,0.025,0.80352998,-0.23871399,4.611040199999999e-18
88,6.8693711,2.8769688,0.025,1.19374,-0.022254501,-1.13467e-17
89,3.925,4.5144337,0.025,0.31382,0.150075,-7.424180099999999e-18
90,1.7499702,4.8277816,0.025,1.60779,0.68524599,5.54579e-19
91,4.2249999,4.860844,0.025,0.080665499,0.61564898,-3.2318599999999996e-18
92,0.67499999,5.2464846,0.025,0.73463202,0.12701599,1.1124099999999999e-18
93,0.52499997,3.918579,0.025,1.22481,-0.236297,-3.9421998e-21
94,0.55000002,0.95965881,0.025,1.46547,-0.104639,-3.2348299999999995e-18
95,7.4907478,4.95,0.025,0.81081498,-0.112081,-5.264980199999999e-18
96,5.125,5.0444118,0.025,0.33470401,0.50609702,-1.4806401e-17
97,3.975,5.8238349,0.025,-0.00139328,0.74884301,-1.48447e-20
98,6.3793485,4.5250001,0.025,0.807576,0.71616602,-2.7726200999999997e-18
99,8.6751051,3.1498501,0.025,-0.20093501,-0.0010111,-8.7041701e-18
100,3.675,2.6957805,0.025,0.67845798,0.58872801,-3.4768701e-18
101,1.85,1.479274,0.025,1.77637,-0.155884,-1.9271099999999997e-18
102,5.9683029,2.6074382,0.025,1.1909699,0.33189201,-9.508460199999999e-18
103,4.7750001,2.1587714,0.025,0.57200998,0.57508498,6.6437297999999995e-18
104,7.5748397,5.9058975,0.025,1.34597,0.73655403,1.55912e-18
105,7.2,2.9422649,0.025,0.914038,-0.069806598,-1.5974399e-17
106,8.7464847,2.525,0.025,0.88249898,-0.30372,2.1722399e-20
107,2.0,2.7102142,0.025,0.54528201,-0.211219,-7.2449999e-19
108,6.0250001,5.217617,0.025,0.75237,0.39338699,-9.602379899999999e-18
109,9.2227983,5.5,0.025,0.73178101,-0.131387,-2.6631099e-20
110,8.5877133,1.25,0.025,-0.189303,-0.50734401,-6.1069497e-20
111,7.1009679,5.0247158,0.025,1.09378,-0.0126981,5.6732601e-19
112,0.20005014,2.316403,0.025,-0.235056,-0.228444,1.02121e-18
113,1.175,0.31013975,0.025,-0.41788101,-0.16798399,1.82233e-18
114,0.12393394,0.65611568,0.025,0.0265313,0.68078202,-7.6034002e-19
115,6.9358394,2.2843247,0.025,0.66520399,0.221402,-2.6508799999999996e-18
116,0.47500002,5.6794972,0.025,-0.416091,-0.23914599,-1.5199199999999998e-18
117,9.2805329,0.25000174,0.025,-0.25508499,-0.064327501,-4.6385401999999994e-18
118,8.7464847,2.125,0.025,1.19945,-0.53125399,-4.8982101e-20
119,2.625,5.4774248,0.025,1.26829,0.41748101,2.61232e-21
120,4.1500001,4.2979274,0.025,0.452243,0.588709,-9.030029699999998e-18
121,5.7572943,4.3251209,0.025,0.608239,0.94221801,1.10871e-17
122,2.3000001,1.3926715,0.025,1.53505,-0.017634699,1.1795699999999999e-18
123,7.6269048,5.5902613,0.025,0.968849,0.34633201,-7.4650701e-18
124,7.575,2.639156,0.025,1.30036,-0.45518801,-7.0445298e-18
