solver,num_measurements,config_id,config_label,misfit,pde_err,reg,boundary,mean_rmse,std_rmse,mean_directional_rmse,std_directional_rmse,mean_angular_rmse_deg,std_angular_rmse_deg,count
linear_least_squares,25,3,"m=1e+00, pde=1e-01, reg=1e-06, bc=1e+03",1.0,0.1,1e-06,1000.0,0.1707719606651953,0.017293664519568635,0.9968962052539146,0.16926211441427766,73.0346475650135,13.453018211720943,3
linear_least_squares,25,4,"m=1e+00, pde=1e-01, reg=1e-04, bc=1e+01",1.0,0.1,0.0001,10.0,0.15849156831509256,0.012646604194602756,0.6267222751102991,0.048629789166306656,43.690329419675514,3.1322024742281322,3
linear_least_squares,25,5,"m=1e+00, pde=1e-01, reg=1e-04, bc=1e+02",1.0,0.1,0.0001,100.0,0.15850919899727978,0.012648321324296039,0.6269869370039868,0.0488938918607343,43.71442305024701,3.150717008616575,3
linear_least_squares,25,6,"m=1e+00, pde=1e-01, reg=1e-04, bc=1e+03",1.0,0.1,0.0001,1000.0,0.1585347084662222,0.012675184653053796,0.6277408090003846,0.049756981954780496,43.77354525352802,3.2214216817477523,3
linear_least_squares,25,7,"m=1e+00, pde=1e-01, reg=1e-02, bc=1e+01",1.0,0.1,0.01,10.0,0.1679998571644233,0.008063768658369228,0.5718272691579604,0.033450901890289875,40.95391216871989,1.4881184481508924,3
linear_least_squares,25,8,"m=1e+00, pde=1e-01, reg=1e-02, bc=1e+02",1.0,0.1,0.01,100.0,0.16838270176543044,0.007955493719837172,0.5714309545632715,0.03301206623927063,40.928815637229825,1.459063346615513,3
linear_least_squares,25,9,"m=1e+00, pde=1e-01, reg=1e-02, bc=1e+03",1.0,0.1,0.01,1000.0,0.16842146832383872,0.007942986838225934,0.5714043726151935,0.032989878526941796,40.92790750936274,1.4580863802765471,3
linear_least_squares,25,10,"m=1e+00, pde=1e+00, reg=1e-06, bc=1e+01",1.0,1.0,1e-06,10.0,0.17747603598325998,0.018809296175006065,1.1891714191735836,0.1326464788535236,90.86266109042721,9.875882846931193,3
linear_least_squares,25,11,"m=1e+00, pde=1e+00, reg=1e-06, bc=1e+02",1.0,1.0,1e-06,100.0,0.17748877568734325,0.018813170621790224,1.1919258874629868,0.1334787446982454,91.05483623092157,9.952532260443178,3
linear_least_squares,25,12,"m=1e+00, pde=1e+00, reg=1e-06, bc=1e+03",1.0,1.0,1e-06,1000.0,0.17701377239655783,0.018367300530205025,1.192595322632034,0.13358724909902223,90.97802016986687,10.132083940118612,3
linear_least_squares,25,13,"m=1e+00, pde=1e+00, reg=1e-04, bc=1e+01",1.0,1.0,0.0001,10.0,0.1662352297083389,0.014530501095178455,0.829713641893138,0.11951715627485474,59.58225550495632,8.705746917323388,3
linear_least_squares,25,14,"m=1e+00, pde=1e+00, reg=1e-04, bc=1e+02",1.0,1.0,0.0001,100.0,0.16624015836415407,0.014515310371800014,0.829909567702256,0.1191366648982619,59.60447568837285,8.667316143697981,3
linear_least_squares,25,15,"m=1e+00, pde=1e+00, reg=1e-04, bc=1e+03",1.0,1.0,0.0001,1000.0,0.16621082865112338,0.014483886685454748,0.8296378651517994,0.1181627384841351,59.565177819340455,8.577572505699196,3
linear_least_squares,25,16,"m=1e+00, pde=1e+00, reg=1e-02, bc=1e+01",1.0,1.0,0.01,10.0,0.16861638165246362,0.008201126655315558,0.5782110725298443,0.03463028772265568,41.14732885955491,1.5709156655209755,3
linear_least_squares,25,17,"m=1e+00, pde=1e+00, reg=1e-02, bc=1e+02",1.0,1.0,0.01,100.0,0.16903168116097925,0.008084678815846307,0.5779409234209093,0.03415403929632115,41.12643828956193,1.535000358627418,3
linear_least_squares,25,18,"m=1e+00, pde=1e+00, reg=1e-02, bc=1e+03",1.0,1.0,0.01,1000.0,0.16907350001848795,0.00807284795455445,0.5779012633280303,0.03420950457883275,41.124565720576115,1.5379145798135585,3
linear_least_squares,25,19,"m=1e+00, pde=1e+01, reg=1e-06, bc=1e+01",1.0,10.0,1e-06,10.0,0.1877694526541576,0.015643141890237605,1.300780981671241,0.06911143382489417,99.18965073182596,3.871394694629166,3
linear_least_squares,25,20,"m=1e+00, pde=1e+01, reg=1e-06, bc=1e+02",1.0,10.0,1e-06,100.0,0.18816552029226774,0.014509521944202413,1.3204167429330094,0.03396442202176659,100.38326353558291,1.8201512202152985,3
linear_least_squares,25,21,"m=1e+00, pde=1e+01, reg=1e-06, bc=1e+03",1.0,10.0,1e-06,1000.0,0.19188803983614836,0.008062337084765057,1.3459452854752387,0.02184424808157065,103.17078788406754,3.121241454850668,3
linear_least_squares,25,22,"m=1e+00, pde=1e+01, reg=1e-04, bc=1e+01",1.0,10.0,0.0001,10.0,0.17176566676827268,0.017393788531261476,1.0196704609138776,0.16043452308426717,75.35832131865934,12.327662349417103,3
linear_least_squares,25,23,"m=1e+00, pde=1e+01, reg=1e-04, bc=1e+02",1.0,10.0,0.0001,100.0,0.17180692231662545,0.017391733922299733,1.0205663296949454,0.16012250781025802,75.44716557748347,12.30401970707334,3
linear_least_squares,25,24,"m=1e+00, pde=1e+01, reg=1e-04, bc=1e+03",1.0,10.0,0.0001,1000.0,0.17178761505861698,0.017371929508127545,1.020695440072252,0.15867947718222924,75.45802598087293,12.192468804231625,3
linear_least_squares,25,25,"m=1e+00, pde=1e+01, reg=1e-02, bc=1e+01",1.0,10.0,0.01,10.0,0.17298289508561182,0.00847451079811729,0.6352519726194025,0.04511325840548642,43.95870411030668,3.0184425451778374,3
linear_least_squares,25,26,"m=1e+00, pde=1e+01, reg=1e-02, bc=1e+02",1.0,10.0,0.01,100.0,0.17359878893372901,0.008319385356891704,0.6377658976143746,0.044773180939916744,44.10994545389647,3.033497116145618,3
linear_least_squares,25,27,"m=1e+00, pde=1e+01, reg=1e-02, bc=1e+03",1.0,10.0,0.01,1000.0,0.17366293904696364,0.008301632200613706,0.6381566193496426,0.044739251041950395,44.13616311827625,3.0354174602349673,3
linear_least_squares,25,28,"m=1e+01, pde=1e-01, reg=1e-06, bc=1e+01",10.0,0.1,1e-06,10.0,0.17147329108845077,0.017581333233366137,1.0185315012246023,0.1599967860704602,75.28009791823222,12.274343686671694,3
linear_least_squares,25,29,"m=1e+01, pde=1e-01, reg=1e-06, bc=1e+02",10.0,0.1,1e-06,100.0,0.17124060772735253,0.017482485701049544,1.0125271010638273,0.16027987174983596,74.80057529246446,12.173146565568059,3
linear_least_squares,25,30,"m=1e+01, pde=1e-01, reg=1e-06, bc=1e+03",10.0,0.1,1e-06,1000.0,0.1707598674812598,0.017309225133796603,0.9921683240832065,0.17665577874218027,72.58492316118698,14.17616247819,3
linear_least_squares,25,31,"m=1e+01, pde=1e-01, reg=1e-04, bc=1e+01",10.0,0.1,0.0001,10.0,0.1582793119247991,0.012709126854191753,0.6263683716286383,0.04825887985004381,43.66027515540835,3.083991986623394,3
linear_least_squares,25,32,"m=1e+01, pde=1e-01, reg=1e-04, bc=1e+02",10.0,0.1,0.0001,100.0,0.15829719939324582,0.012710513981434513,0.6266516152928214,0.04852407176609756,43.688634338534456,3.1194915921932456,3
linear_least_squares,25,33,"m=1e+01, pde=1e-01, reg=1e-04, bc=1e+03",10.0,0.1,0.0001,1000.0,0.1583177347254274,0.012732730633371372,0.6273336827905956,0.04919826191759239,43.752947844107446,3.1493159547998744,3
linear_least_squares,25,34,"m=1e+01, pde=1e-01, reg=1e-02, bc=1e+01",10.0,0.1,0.01,10.0,0.15742513275564585,0.010542533023700614,0.5682861904436569,0.0350718783992551,40.818368632835075,1.560523766047844,3
linear_least_squares,25,35,"m=1e+01, pde=1e-01, reg=1e-02, bc=1e+02",10.0,0.1,0.01,100.0,0.15786629641224784,0.010429576726706712,0.5679112126742586,0.03481751615108575,40.794982067424534,1.540709358137464,3
linear_least_squares,25,36,"m=1e+01, pde=1e-01, reg=1e-02, bc=1e+03",10.0,0.1,0.01,1000.0,0.15791219322020866,0.010419016037911422,0.5678647401913529,0.03473399537414234,40.79235593987471,1.5368572721899691,3
linear_least_squares,25,37,"m=1e+01, pde=1e+00, reg=1e-06, bc=1e+01",10.0,1.0,1e-06,10.0,0.1774734229531166,0.01881946754750696,1.1888657232756732,0.1321452393847894,90.84802590539617,9.8358176209613,3
linear_least_squares,25,38,"m=1e+01, pde=1e+00, reg=1e-06, bc=1e+02",10.0,1.0,1e-06,100.0,0.17747038514650956,0.01880907254924594,1.1917427235292672,0.13313397473502914,91.04162257530015,9.921227435104967,3
