solver,num_measurements,config_id,config_label,misfit,pde_err,reg,boundary,mean_relative_l2_error,std_relative_l2_error,count
linear_least_squares,25,31,"m=1e+01, pde=1e-01, reg=1e-04, bc=1e+01",10.0,0.1,0.0001,10.0,0.8118668561292575,0.08266649174690711,3
linear_least_squares,25,32,"m=1e+01, pde=1e-01, reg=1e-04, bc=1e+02",10.0,0.1,0.0001,100.0,0.8120027748013926,0.08292643496185599,3
linear_least_squares,25,33,"m=1e+01, pde=1e-01, reg=1e-04, bc=1e+03",10.0,0.1,0.0001,1000.0,0.8119810301092278,0.08359975896202618,3
linear_least_squares,25,34,"m=1e+01, pde=1e-01, reg=1e-02, bc=1e+01",10.0,0.1,0.01,10.0,0.8414865040119596,0.07353957952583802,3
linear_least_squares,25,35,"m=1e+01, pde=1e-01, reg=1e-02, bc=1e+02",10.0,0.1,0.01,100.0,0.8425390913003081,0.07352885627236616,3
linear_least_squares,25,36,"m=1e+01, pde=1e-01, reg=1e-02, bc=1e+03",10.0,0.1,0.01,1000.0,0.8426459469696496,0.07351817988836332,3
linear_least_squares,25,37,"m=1e+01, pde=1e+00, reg=1e-06, bc=1e+01",10.0,1.0,1e-06,10.0,0.7126980332134316,0.10158731714210097,3
linear_least_squares,25,38,"m=1e+01, pde=1e+00, reg=1e-06, bc=1e+02",10.0,1.0,1e-06,100.0,0.7165875239627565,0.10115155657096296,3
linear_least_squares,25,39,"m=1e+01, pde=1e+00, reg=1e-06, bc=1e+03",10.0,1.0,1e-06,1000.0,0.7283410644961389,0.11225261973208119,3
linear_least_squares,25,40,"m=1e+01, pde=1e+00, reg=1e-04, bc=1e+01",10.0,1.0,0.0001,10.0,0.7960651431952531,0.08912598886502571,3
linear_least_squares,25,41,"m=1e+01, pde=1e+00, reg=1e-04, bc=1e+02",10.0,1.0,0.0001,100.0,0.796256114110823,0.08925742179796124,3
linear_least_squares,25,42,"m=1e+01, pde=1e+00, reg=1e-04, bc=1e+03",10.0,1.0,0.0001,1000.0,0.7964656657750032,0.0894653637286053,3
linear_least_squares,25,43,"m=1e+01, pde=1e+00, reg=1e-02, bc=1e+01",10.0,1.0,0.01,10.0,0.8359796390067921,0.07545873142615589,3
linear_least_squares,25,44,"m=1e+01, pde=1e+00, reg=1e-02, bc=1e+02",10.0,1.0,0.01,100.0,0.8371549713827035,0.07540801627390831,3
linear_least_squares,25,45,"m=1e+01, pde=1e+00, reg=1e-02, bc=1e+03",10.0,1.0,0.01,1000.0,0.8372990654927163,0.07540421259630131,3
linear_least_squares,25,46,"m=1e+01, pde=1e+01, reg=1e-06, bc=1e+01",10.0,10.0,1e-06,10.0,0.7233982215547067,0.05889399192893052,3
linear_least_squares,25,47,"m=1e+01, pde=1e+01, reg=1e-06, bc=1e+02",10.0,10.0,1e-06,100.0,0.7173855142294908,0.06539752319748908,3
linear_least_squares,25,48,"m=1e+01, pde=1e+01, reg=1e-06, bc=1e+03",10.0,10.0,1e-06,1000.0,0.7285821002671442,0.06426753998200503,3
linear_least_squares,25,49,"m=1e+01, pde=1e+01, reg=1e-04, bc=1e+01",10.0,10.0,0.0001,10.0,0.7582667032295491,0.10391294235889084,3
linear_least_squares,25,50,"m=1e+01, pde=1e+01, reg=1e-04, bc=1e+02",10.0,10.0,0.0001,100.0,0.7585935972818411,0.10396683281120478,3
linear_least_squares,25,51,"m=1e+01, pde=1e+01, reg=1e-04, bc=1e+03",10.0,10.0,0.0001,1000.0,0.759024459132498,0.10367312182048866,3
linear_least_squares,25,52,"m=1e+01, pde=1e+01, reg=1e-02, bc=1e+01",10.0,10.0,0.01,10.0,0.8182441310220557,0.08161631393257654,3
linear_least_squares,25,53,"m=1e+01, pde=1e+01, reg=1e-02, bc=1e+02",10.0,10.0,0.01,100.0,0.8202310944976108,0.0813050390223467,3
linear_least_squares,25,54,"m=1e+01, pde=1e+01, reg=1e-02, bc=1e+03",10.0,10.0,0.01,1000.0,0.8204555094594544,0.08128141318442736,3
linear_least_squares,25,55,"m=1e+02, pde=1e-01, reg=1e-06, bc=1e+01",100.0,0.1,1e-06,10.0,0.763800113308449,0.1092672966995995,3
linear_least_squares,25,56,"m=1e+02, pde=1e-01, reg=1e-06, bc=1e+02",100.0,0.1,1e-06,100.0,0.7935918673600945,0.13278076834431948,3
linear_least_squares,25,57,"m=1e+02, pde=1e-01, reg=1e-06, bc=1e+03",100.0,0.1,1e-06,1000.0,0.8771062180995438,0.11930332711916652,3
linear_least_squares,25,58,"m=1e+02, pde=1e-01, reg=1e-04, bc=1e+01",100.0,0.1,0.0001,10.0,0.8117492736778186,0.0828039752235616,3
linear_least_squares,25,59,"m=1e+02, pde=1e-01, reg=1e-04, bc=1e+02",100.0,0.1,0.0001,100.0,0.8118172015207362,0.08335639167246484,3
linear_least_squares,25,60,"m=1e+02, pde=1e-01, reg=1e-04, bc=1e+03",100.0,0.1,0.0001,1000.0,0.8124179480643244,0.08555667267217522,3
linear_least_squares,25,61,"m=1e+02, pde=1e-01, reg=1e-02, bc=1e+01",100.0,0.1,0.01,10.0,0.8371679139668826,0.0738270635868655,3
linear_least_squares,25,62,"m=1e+02, pde=1e-01, reg=1e-02, bc=1e+02",100.0,0.1,0.01,100.0,0.8382381522435907,0.07381632411223707,3
linear_least_squares,25,63,"m=1e+02, pde=1e-01, reg=1e-02, bc=1e+03",100.0,0.1,0.01,1000.0,0.838411948700525,0.07381727407437058,3
linear_least_squares,25,64,"m=1e+02, pde=1e+00, reg=1e-06, bc=1e+01",100.0,1.0,1e-06,10.0,0.7159786426517217,0.1002596491246889,3
linear_least_squares,25,65,"m=1e+02, pde=1e+00, reg=1e-06, bc=1e+02",100.0,1.0,1e-06,100.0,0.7234551564416408,0.1073194941983935,3
linear_least_squares,25,66,"m=1e+02, pde=1e+00, reg=1e-06, bc=1e+03",100.0,1.0,1e-06,1000.0,0.7830826485277571,0.1440108169804089,3
linear_least_squares,25,67,"m=1e+02, pde=1e+00, reg=1e-04, bc=1e+01",100.0,1.0,0.0001,10.0,0.7958726332240996,0.08909189208998176,3
linear_least_squares,25,68,"m=1e+02, pde=1e+00, reg=1e-04, bc=1e+02",100.0,1.0,0.0001,100.0,0.7961107377680579,0.08926601021318695,3
linear_least_squares,25,69,"m=1e+02, pde=1e+00, reg=1e-04, bc=1e+03",100.0,1.0,0.0001,1000.0,0.7969529794672202,0.09002361234006723,3
linear_least_squares,25,70,"m=1e+02, pde=1e+00, reg=1e-02, bc=1e+01",100.0,1.0,0.01,10.0,0.8310646576620219,0.07586445932184444,3
linear_least_squares,25,71,"m=1e+02, pde=1e+00, reg=1e-02, bc=1e+02",100.0,1.0,0.01,100.0,0.8322620747578253,0.07583126242540808,3
linear_least_squares,25,72,"m=1e+02, pde=1e+00, reg=1e-02, bc=1e+03",100.0,1.0,0.01,1000.0,0.8324755757245259,0.07586145758693277,3
linear_least_squares,25,73,"m=1e+02, pde=1e+01, reg=1e-06, bc=1e+01",100.0,10.0,1e-06,10.0,0.7183287563667283,0.06602054100383474,3
linear_least_squares,25,74,"m=1e+02, pde=1e+01, reg=1e-06, bc=1e+02",100.0,10.0,1e-06,100.0,0.7234198218912011,0.061941768364339345,3
linear_least_squares,25,75,"m=1e+02, pde=1e+01, reg=1e-06, bc=1e+03",100.0,10.0,1e-06,1000.0,0.7222185375211146,0.08469588953255709,3
linear_least_squares,25,76,"m=1e+02, pde=1e+01, reg=1e-04, bc=1e+01",100.0,10.0,0.0001,10.0,0.757944406347149,0.10368070195993427,3
linear_least_squares,25,77,"m=1e+02, pde=1e+01, reg=1e-04, bc=1e+02",100.0,10.0,0.0001,100.0,0.7583974282655364,0.10365020914248363,3
linear_least_squares,25,78,"m=1e+02, pde=1e+01, reg=1e-04, bc=1e+03",100.0,10.0,0.0001,1000.0,0.7590707482386071,0.10394840194887463,3
linear_least_squares,25,79,"m=1e+02, pde=1e+01, reg=1e-02, bc=1e+01",100.0,10.0,0.01,10.0,0.8104630041025604,0.08280788766507514,3
linear_least_squares,25,80,"m=1e+02, pde=1e+01, reg=1e-02, bc=1e+02",100.0,10.0,0.01,100.0,0.8124648256372454,0.08254712366363297,3
linear_least_squares,25,81,"m=1e+02, pde=1e+01, reg=1e-02, bc=1e+03",100.0,10.0,0.01,1000.0,0.8127559037620563,0.08258993455846501,3
linear_least_squares,50,1,"m=1e+00, pde=1e-01, reg=1e-06, bc=1e+01",1.0,0.1,1e-06,10.0,0.6360232967252106,0.06344845017255794,3
linear_least_squares,50,2,"m=1e+00, pde=1e-01, reg=1e-06, bc=1e+02",1.0,0.1,1e-06,100.0,0.6587788698911158,0.0726532329198566,3
linear_least_squares,50,3,"m=1e+00, pde=1e-01, reg=1e-06, bc=1e+03",1.0,0.1,1e-06,1000.0,0.7279587201186631,0.11082599892011877,3
linear_least_squares,50,4,"m=1e+00, pde=1e-01, reg=1e-04, bc=1e+01",1.0,0.1,0.0001,10.0,0.7247814159675899,0.03883659201629701,3
linear_least_squares,50,5,"m=1e+00, pde=1e-01, reg=1e-04, bc=1e+02",1.0,0.1,0.0001,100.0,0.7253922975564121,0.03899625002968407,3
linear_least_squares,50,6,"m=1e+00, pde=1e-01, reg=1e-04, bc=1e+03",1.0,0.1,0.0001,1000.0,0.7258327507672352,0.03963460848094686,3
linear_least_squares,50,7,"m=1e+00, pde=1e-01, reg=1e-02, bc=1e+01",1.0,0.1,0.01,10.0,0.8191353126706775,0.03423838747119789,3
linear_least_squares,50,8,"m=1e+00, pde=1e-01, reg=1e-02, bc=1e+02",1.0,0.1,0.01,100.0,0.8214766115300965,0.03460526249328445,3
